,,
,自主學習促進會2014年度報告,
,,
,,
,諮詢專線,close
https://autolearn.hackpad.com/2014-CtPpxhpRjfh,諮詢專線報告,
" https://autolearn.hackpad.com/2014-MVS1KbFqA62",常見問答,
,,
,修法,close
http://www.homeschool.tw/,保障教育選擇權聯盟近況,
,,
,線上論壇,close
" https://groups.google.com/forum/#!forum/nonschool",台灣非學校論壇,
,,
,,
,,
,,
,自學地圖,close
http://map.alearn.org.tw,當前版本,
" https://github.com/3dw/automap/tree/gh-pages",編輯歷史,blank
http://map.alearn.org.tw/reports/Analytics_map.alearn.org.tw_20140101-20141231~20130101-20131231.pdf,流量統計,
,,
,開放教材,close
" https://bestian.github.io/freemath/",自由數學,
http://goban.tw,零時黑板,
,,
,網路推廣,close
" https://autolearn.hackpad.com/2015-UnC0tbiuZWj",貼文分析,
https://autolearn.hackpad.com/2014-iWj1LNKEL1U,影片分析,
,,
,,
,專案活動,close
https://autolearn.hackpad.com/QDfsVIqtnOW,第一次申請高中自學就上手工作坊,
,,
,,
,,
,,
,行政事務,close
" https://autolearn.hackpad.com/Io5o28ATAZm",2014年行政事務報告,
,,
,,
,財務報告,close
http://map.alearn.org.tw/reports/2014_0150.JPG,資產負債表,
http://map.alearn.org.tw/reports/2014_0151.JPG,損益表,
http://map.alearn.org.tw/reports/2014_0152.JPG,分類帳(1/3),
http://map.alearn.org.tw/reports/2014_0153.JPG,分類帳(2/3),
http://map.alearn.org.tw/reports/2014_0154.JPG,分類帳(3/3),
,,
,,
,捐助相關,close
https://sites.google.com/site/alearn13994229/gong-yi-shi-xiang/juan-kuan-fang-ming-lu,芳名錄,blank
https://docs.google.com/spreadsheets/d/1M6Q5JumuJGemCtik2f3WwfrVtmseYF-GlrR0_ACaGVE/edit?usp=sharing,試算表,
https://autolearn.hackpad.com/2104-r1DUZXoH7i4,分析,
