,
code,寫程式
,
,需要
algorithm,演算法
writing,書寫
math,數學
en,英文
,
,網路應用
frontend,前端
backend,後端
,
,
,
,虛實整合
robot,機器人
,
,
,多人協作
git,git版本控制
