,,
,自學123,
,,
http://map.alearn.org.tw/handbook,自學手冊,
,,
,,
,,
" http://bestian.github.io/freemath/%E5%B7%A5%E5%85%B7%E8%BB%9F%E9%AB%94/%E4%B8%80%E8%90%AC%E5%B0%8F%E6%99%82%E5%AE%9A%E5%BE%8B.html",一萬小時定律試算機,
,,
,自主學習,close
https://sites.google.com/site/alearn13994229/xue-xi-zi-lue-si-jie-duan,學習自律四階段,blank
https://autolearn.hackpad.com/Y0JolqElcLR,全球化與自主學習,
https://autolearn.hackpad.com/9euGQDfEG5G,如何做學習計畫,
https://autolearn.hackpad.com/fPj5oy4Dk3K,談教師成長,
https://autolearn.hackpad.com/eHxKDAIpFhy,如何成為未來職場需要的自由人才,
,,
,線上論壇,close
http://www.homeschool.tw/,保障教育選擇權聯盟,
" https://groups.google.com/forum/#!forum/nonschool",台灣非學校論壇,
,,
,,
,,
,諮詢專線,close
" http://www.k12ea.gov.tw/ap/nonschool2.aspx",教育局,
http://map.alearn.org.tw/contact,自主學習促進會,
,,
,,
,瞭解更多,close
" http://map.alearn.org.tw/presentations/%E6%95%99%E6%94%B9200%E5%B9%B4.html#/",教改200年,
" https://sites.google.com/site/alearn13994229/us/home-1",出版品,"{""target"":""_blank""}"
,,
,,
,,
,,
,,
,新聞時事,
http://www.thenewslens.com/post/89705/,自學人口十年成長九倍,"{""target"":""_blank""}"
