,,
,視覺設計,
,,
,,
,,
,,
,,
,,
,SASS,"{""expand"":""false""}"
https://autolearn.hackpad.com/SASS-jSJWZijrCyX,SASS的使用訣竅,
http://sass-lang.com/guide,SASS的基本概念和語法,
,,
http://sass-lang.com/,SASS官網,
,,
,動機,"{""expand"":""false""}"
" https://speakerdeck.com/imathis/sass-compass-the-future-of-stylesheets-now",SASS/SCSS簡介,"{""target"":""_blank""}"
,,
,開發環境,"{""expand"":""false""}"
,,
" https://www.ruby-lang.org/zh_tw/downloads/",安裝RUBY,"{""target"":""_blank""}"
" http://rubyinstaller.org/",Windows上安裝RUBY,
,,
,,
,,
,上手,"{""expand"":""false""}"
" http://blog.visioncan.com/2011/sass-scss-your-css/",安裝SASS,
,,
" http://blog.visioncan.com/2011/compass-sass-your-css/",安裝Compass,
,,
,製圖工具,
" http://poga.github.io/moontag/",六角圖產生器,
,,
,字體,
" http://www.typetester.org/",測試工具,
" http://zfly9.blogspot.tw/2012/09/css-font-family.html",語法,
,,
,,
,,
,,
,社群,"{""expand"":""false""}"
" https://www.facebook.com/groups/css.cascadingstylesheets/",臉書CSS社團,
" 'http://thesassway.com/editorial/sass-vs-scss-which-syntax-is-better",兩種sass語法之比較,
,,
,配色參考,"{""expand"":""false""}"
,,
" http://thumbnails-visually.netdna-ssl.com/color-emotion-guide_512d42458efc1_w1500.png",顏色對情緒,
,,
,,
,,
,,
,使用者介面UI,"{""expand"":""false""}"
" http://akanelee.logdown.com/posts/159788-what-is-wireframe",Wireframe,"{""target"":""_blank""}"
,,
,心路歷程,"{""expand"":""false""}"
http://blog.yam.com/shulusama/article/82009112,子龍V計畫心路歷程,"{""target"":""_blank""}"
