,,
,資訊視覺化,
,圖塊,"{""expand"":""false""}"
http://zh.wikipedia.org/zh-tw/%E5%8F%AF%E7%B8%AE%E6%94%BE%E5%90%91%E9%87%8F%E5%9C%96%E5%BD%A2,SVG,
http://d3js.org/,d3.js,
" https://www.dashingd3js.com/d3-resources/d3-and-angular",AngularD3,
,,
,,
,畫布,"{""expand"":""false""}"
" http://www.w3schools.com/html/html5_canvas.asp",Canvas,
" http://stackoverflow.com/questions/16587961/is-there-already-a-canvas-drawing-directive-for-angularjs-out-there",AngularDrawing,
" http://threejs.org/",three.js,
,,
,地圖,
" http://leafletjs.com/",Leaflet,
" http://tombatossals.github.io/angular-leaflet-directive/#!/",angularLeafLet,
,,
,,
,,
,,
,,
,更多2D效果,"{""expand"":""false""}"
http://d3js.org/,d3.js,
,,
,,
,3D效果,"{""expand"":""false""}"
,,
" http://threejs.org/",three.js,
