,,
,高中自學,
https://docs.google.com/forms/d/1WSj1PfzzaOa5qLXg-8mXjV_0i760Jq8wVCFtgGrPYAY/viewform?c=0&w=1,本期報名表,
,,
https://autolearn.hackpad.com/ep/pad/static/H5eavDo3JQZ,有力量的故事,
,,
https://autolearn.hackpad.com/ep/pad/static/t7jK9GT2uyS,上期工作坊完整紀錄,
,,
,申請與法源,close
http://edu.law.moe.gov.tw/LawContentDetails.aspx?id=FL008468&KeyWordHL=&StyleType=1,教育基本法,
http://law.moj.gov.tw/LawClass/LawContentIf.aspx?PCODE=H0060036,高級中等教育階段辦理非學校型態實驗教育辦法,
http://www.k12ea.gov.tw/ap/nonschool.aspx,教育部非學期型態問答區,
http://page.phsh.tyc.edu.tw/com/course.htm,綜合高中課綱,
,,
,,
,,
,,
,新生活,close
,,
http://www.slideshare.net/Bestian_Tang/ss-33460035,如何開拓學習資源,
https://docs.google.com/presentation/d/1g61pmcL_K7-LMfMFE2djcApviUFRAaHSUaN6MTA4y4w/edit#slide=id.p,談交友,
,,
,,
,支援,
https://sites.google.com/site/alearn13994229/,自主學習促進會,
http://map.alearn.org.tw/we/,自學2.0,
http://map.alearn.org.tw/#autolearn_main&0&0,自學地圖,
http://bestian.github.io/freemath/%E5%B7%A5%E5%85%B7%E8%BB%9F%E9%AB%94/styleTester.html,學習風格自我測試,
http://bestian.github.io/freemath/%E5%B7%A5%E5%85%B7%E8%BB%9F%E9%AB%94/%E4%B8%80%E8%90%AC%E5%B0%8F%E6%99%82%E5%AE%9A%E5%BE%8B.html,一萬小時定律試算機,
