,
,力學
,
,平衡
http://zh.wikipedia.org/zh-tw/%E9%9D%9C%E5%8A%9B%E5%B9%B3%E8%A1%A1,靜力平衝
,
,移動
,
,
,
,
http://zh.wikipedia.org/zh-tw/%E5%8A%A8%E9%87%8F,動量
,
,
,轉動
,
http://zh.wikipedia.org/zh-tw/%E8%A7%92%E5%8A%A8%E9%87%8F,角動量
,轉動動能
,
,
,
,
,流體力學
http://zh.wikipedia.org/zh-tw/%E4%BC%AF%E5%8A%AA%E5%88%A9%E5%AE%9A%E5%BE%8B,伯努利定律
http://zh.wikipedia.org/wiki/%E9%98%BB%E5%8A%9B,空氣阻力
,
,
,
,碰撞
,
http://zh.wikipedia.org/wiki/%E5%BC%B9%E6%80%A7_(%E7%89%A9%E7%90%86%E5%AD%A6),物質的彈性
http://zh.wikipedia.org/wiki/%E5%8A%BF%E8%83%BD#.E5.BC.B9.E6.80.A7.E5.8A.BF.E8.83.BD,彈性勢能
,
,摩擦
,
,熱的本質
" https://tw.knowledge.yahoo.com/question/question?qid=1306020502159",摩擦生熱
,
,鑽木取火
,
,
http://zh.wikipedia.org/wiki/%E6%91%A9%E6%93%A6%E5%8A%9B,靜摩擦
,最大靜磨擦
,動磨擦
,
,
,
,
,轉動
,
http://zh.wikipedia.org/zh-tw/%E8%A7%92%E5%8A%A8%E9%87%8F,角動量
,
,
,
,經典實驗
,
,
,
,
,理論
http://zh.wikipedia.org/wiki/%E7%89%9B%E9%A1%BF%E8%BF%90%E5%8A%A8%E5%AE%9A%E5%BE%8B,牛頓運動定律
