,,
,學寫程式,
http://buzzorange.com/techorange/2013/10/09/the-homeless-man-learning-to-code-has-almost-finished-his-first-app/,感人小故事,
http://scratch.mit.edu/,拼圖學程式,
" http://www.w3schools.com/",W3School,
,,
,,
,臉書社團,close
" https://www.facebook.com/groups/htmlfive/?fref=ts",HTML5與Css3,blank
,,
" https://www.facebook.com/groups/javascript.tw/?fref=ts",台灣javacript,blank
" https://www.facebook.com/groups/augularjs.tw/?fref=ts",台灣angular,blank
https://www.facebook.com/groups/788112491237421/?fref=ts,台灣git,blank
" https://www.facebook.com/groups/odtwn/?fref=ts",台灣開放資料,blank
