,,
,無我心理學,
http://en.wikipedia.org/wiki/Egolessness,無我心理學,
,,
,,
,,
,,
,,
,,
,無我相,"{""expand"":""false""}"
" http://en.wikipedia.org/wiki/Ego",主體的幻象,
http://en.wikipedia.org/wiki/Egolessness,無我相,
,,
,無人相,"{""expand"":""false""}"
" http://en.wikipedia.org/wiki/Object_(philosophy)",客體的幻象,
" http://en.wikipedia.org/wiki/Object_relations_theory",客體關係學派,
,,
,,
,無眾生相,"{""expand"":""false""}"
" http://zh.wikipedia.org/wiki/%E6%95%B4%E5%85%A8%E8%A7%80",整體的幻象,
,,
,,
,無壽者相,"'{""expand"":""false""}"
" http://zh.wikipedia.org/wiki/%E6%97%B6%E9%97%B4",時間的幻象,
" http://zh.wikipedia.org/wiki/%E5%AF%BF%E5%91%BD",壽命的幻相,
,,
,,
" http://zh.wikipedia.org/wiki/%E9%87%91%E5%89%9B%E7%B6%93",金鋼經說什麼,
