,,
,人腦,
" http://zh.wikipedia.org/wiki/%E4%BA%BA%E8%85%A6",人腦@維基百科,
,,
" http://www.ted.com/talks/jill_bolte_taylor_s_powerful_stroke_of_insight?language=zh-tw",你腦內的兩個世界,"{""target""_""blank""}"
,,
,神經傳導,
http://zh.wikipedia.org/wiki/神经递质,神經傳導物質,
http://zh.wikipedia.org/wiki/血腦屏障,血腦屏障,
,,
http://zh.wikipedia.org/wiki/多巴胺,多巴胺,
http://zh.wikipedia.org/wiki/%E4%B9%99%E9%85%B0%E8%83%86%E7%A2%B1,乙醯膽鹼,
http://zh.wikipedia.org/wiki/血清素,血清素,
http://zh.wikipedia.org/wiki/Γ-氨基丁酸,GABA(Γ-氨基丁酸),
,,
http://zh.wikipedia.org/wiki/%E8%82%BE%E4%B8%8A%E8%85%BA%E7%B4%A0,腎上腺素,
http://zh.wikipedia.org/wiki/%E5%8E%BB%E7%94%B2%E8%82%BE%E4%B8%8A%E8%85%BA%E7%B4%A0,去甲腎上腺素,
